section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,Unnamed: 19
Force Resolution,8,Force Vector 3,What is the angle of the resultant force acting on the patella if $Q = 150 N$ and $T = 95 N$?,What are the trig identities for a triangle?,$a+b+g=360^\circ;a^2=b^2+c^2-2bc\cos a;b^2=a^2+c^2-2ac\cos b;b^2=a^2+c^2-2ac\cos g;\frac{a}{\sin a}=\frac{b}{\sin b}=\frac{c}{\sin g}$,$a+b+g=180^\circ;a^2=b^2+c^2-2bc\cos a;b^2=a^2+c^2-2ac\cos b;b^2=a^2+c^2-2ac\cos g;\frac{a}{\cos a}=\frac{b}{\sin b}=\frac{c}{\cos g}$,$a+b+g=180^\circ;a^2=b^2+c^2-2bc\cos a;b^2=a^2+c^2-2ac\cos b;c^2=a^2+b^2-2ab\cos g;\frac{a}{\sin a}=\frac{b}{\sin b}=\frac{c}{\sin g}$,$a+b+g=180^\circ;a^2=b^2+c^2-2bc\sin a;b^2=a^2+c^2-2ac\sin b;b^2=a^2+c^2-2ac\sin g;\frac{a}{\sin a}=\frac{b}{\sin b}=\frac{c}{\sin g}$,3,Incorrect: triangles sum to $360^\circ$ only in non Euclidean contexts.,Incorrect: mixes cosine and sine incorrectly for the law of sines.,"Correct: uses the angle sum of $180^\circ$, all three cosine law variants, and the law of sines.",Incorrect: includes sine instead of cosine in the cosine law terms.,39.17,39.2,"**1. What are the trigonometric identities for a triangle?** $ \sin\theta=\frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta=\frac{\text{opposite}}{\text{adjacent}}.$**2. Which identity would you use for the direction of the resultant?** Use the **law of sines** in the triangle formed by the two known forces and the resultant:$\frac{\sin\phi}{T} ;=;\frac{\sin(55^\circ)}{R},$where$\phi$is the angle between the resultant$R$and the force$Q$(i.e. the horizontal direction). **3. What is the angle of the resultant force acting on the patella?** 1. We have$R=123.2$N (from the law of cosines) and$T=95$N. 2. Apply the law of sines without rounding intermediate steps:$\phi = \arcsin!\Bigl(\frac{T, \sin(55^\circ)}{R}\Bigr) = \arcsin!!\Bigl(\frac{95\sin(55^\circ)}{123.2}\Bigr).$3. Numerically:$\phi = \arcsin!\Bigl(\frac{95\times0.819152}{123.2}\Bigr) = \arcsin(0.63165) \approx 39.2^\circ.$ **Answer:** The resultant force acts at approximately **39.2 above the horizontal**.",Images/FR_7_8.png,Degrees,
Force Resolution,8,Force Vector 3,What is the angle of the resultant force acting on the patella if $Q = 150 N$ and $T = 95 N$?,Which identity for direction?,$a^2=b^2+c^2$ (Pythagorean theorem),$a^2=b^2+c^2-2bc\cos a$ (cosine law),$a^2=\tfrac{a}{\sin^2a}$ ( Mercuri theorem),$\frac{a}{\sin a}=\frac{b}{\sin b}=\frac{c}{\sin g}$ (sine law),2,Incorrect: only applies when vectors are perpendicular.,incorrect: law of cosines handles arbitrary enclosed angle between Q and T..,Incorrect: no standard Mercuri theorem applies to direction.,Correct: sine law.,39.17,39.2,"**1. What are the trigonometric identities for a triangle?** $ \sin\theta=\frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta=\frac{\text{opposite}}{\text{adjacent}}.$**2. Which identity would you use for the direction of the resultant?** Use the **law of sines** in the triangle formed by the two known forces and the resultant:$\frac{\sin\phi}{T} ;=;\frac{\sin(55^\circ)}{R},$where$\phi$is the angle between the resultant$R$and the force$Q$(i.e. the horizontal direction). **3. What is the angle of the resultant force acting on the patella?** 1. We have$R=123.2$N (from the law of cosines) and$T=95$N. 2. Apply the law of sines without rounding intermediate steps:$\phi = \arcsin!\Bigl(\frac{T, \sin(55^\circ)}{R}\Bigr) = \arcsin!!\Bigl(\frac{95\sin(55^\circ)}{123.2}\Bigr).$3. Numerically:$\phi = \arcsin!\Bigl(\frac{95\times0.819152}{123.2}\Bigr) = \arcsin(0.63165) \approx 39.2^\circ.$ **Answer:** The resultant force acts at approximately **39.2 above the horizontal**.",Images/FR_7_8.png,Degrees,
Force Resolution,8,Force Vector 3,What is the angle of the resultant force acting on the patella if $Q = 150 N$ and $T = 95 N$?,What is the angle of the resultant force?,,,,,,,,,,39.17,39.2,"**1. What are the trigonometric identities for a triangle?** $ \sin\theta=\frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta=\frac{\text{opposite}}{\text{adjacent}}.$**2. Which identity would you use for the direction of the resultant?** Use the **law of sines** in the triangle formed by the two known forces and the resultant:$\frac{\sin\phi}{T} ;=;\frac{\sin(55^\circ)}{R},$where$\phi$is the angle between the resultant$R$and the force$Q$(i.e. the horizontal direction). **3. What is the angle of the resultant force acting on the patella?** 1. We have$R=123.2$N (from the law of cosines) and$T=95$N. 2. Apply the law of sines without rounding intermediate steps:$\phi = \arcsin!\Bigl(\frac{T, \sin(55^\circ)}{R}\Bigr) = \arcsin!!\Bigl(\frac{95\sin(55^\circ)}{123.2}\Bigr).$3. Numerically:$\phi = \arcsin!\Bigl(\frac{95\times0.819152}{123.2}\Bigr) = \arcsin(0.63165) \approx 39.2^\circ.$ **Answer:** The resultant force acts at approximately **39.2 above the horizontal**.",Images/FR_7_8.png,Degrees,
Force Resolution,9,Force Magnitude 4,What is the compression force of the patella on the tibia?,What are the three trigonometric functions for a right angle triangle?,$\sin q = \frac{o}{h} \cos q = \frac{a}{h} \tan q = \frac{o}{a}$,$\sin q = \frac{a}{h} \cos q = \frac{o}{a} \tan q = \frac{o}{h}$,$\sin q = \frac{o}{h} \cos q = \frac{a}{h} \tan q = \frac{o}{h}$,$\sin q = \frac{a}{h} \cos q = \frac{a}{h} \tan q = \frac{o}{h}$,1,"Correct: these are the standard definitions of sine, cosine, and tangent.",Incorrect: swaps adjacent sides.,Incorrect: two definitions for tan are inconsistent.,Incorrect: cosine definition is wrong.,786.2,786.23,"**1. What are the three trigonometric functions for a right-angle triangle?** $ \sin\theta = \frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta = \frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta = \frac{\text{opposite}}{\text{adjacent}}.$--- **2. What is the horizontal component of the 700 N force?** The 700 N force is 140^\circ above the +x-axis, so its horizontal component is$F_{700, x} = 700\cos(140^\circ);=;-,700\cos(40^\circ).$--- **3. What is the horizontal component of the 500 N force?** The 500 N force is 120^\circ below the +x-axis (i.e. at 240^\circ), so$F_{500, x} = 500\cos(240^\circ);=;-,500\cos(60^\circ).$--- **4. What is the next step?** Sum the two horizontal components:$F_{x, \rm total} = F_{700, x} + F_{500, x} = -,700\cos(40^\circ);-;500\cos(60^\circ).$--- **5. What is the compression force of the patella on the tibia?** The net horizontal ""compression"" magnitude is the absolute value of$F_{x,\rm total}$. Without rounding intermediate values:$F_{c} = 700\cos(40^\circ) + 500\cos(60^\circ) \approx 700(0.7660444) + 500(0.5) = 786.2311;\mathrm{N} \approx \mathbf{786.2;N}.$ --- **Answer:** The compression force on the tibia is approximately **786.2 N**.",Images/FR_9.png,N,
Force Resolution,9,Force Magnitude 4,What is the compression force of the patella on the tibia?,What is the horizontal component of the 700 N force?,$700\cos40^\circ$,$500\cos60^\circ$,$700\sin40^\circ$,$500\sin60^\circ$,1,$Correct: horizontal = magnitude cos .$,Incorrect: uses the other force.,Incorrect: sine gives vertical component.,Incorrect: sine gives vertical component for 500 N.,786.2,786.23,"**1. What are the three trigonometric functions for a right-angle triangle?** $ \sin\theta = \frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta = \frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta = \frac{\text{opposite}}{\text{adjacent}}.$--- **2. What is the horizontal component of the 700 N force?** The 700 N force is 140^\circ above the +x-axis, so its horizontal component is$F_{700, x} = 700\cos(140^\circ);=;-,700\cos(40^\circ).$--- **3. What is the horizontal component of the 500 N force?** The 500 N force is 120^\circ below the +x-axis (i.e. at 240^\circ), so$F_{500, x} = 500\cos(240^\circ);=;-,500\cos(60^\circ).$--- **4. What is the next step?** Sum the two horizontal components:$F_{x, \rm total} = F_{700, x} + F_{500, x} = -,700\cos(40^\circ);-;500\cos(60^\circ).$--- **5. What is the compression force of the patella on the tibia?** The net horizontal ""compression"" magnitude is the absolute value of$F_{x,\rm total}$. Without rounding intermediate values:$F_{c} = 700\cos(40^\circ) + 500\cos(60^\circ) \approx 700(0.7660444) + 500(0.5) = 786.2311;\mathrm{N} \approx \mathbf{786.2;N}.$ --- **Answer:** The compression force on the tibia is approximately **786.2 N**.",Images/FR_9.png,N,
Force Resolution,9,Force Magnitude 4,What is the compression force of the patella on the tibia?,What is the horizontal component of the 500 N force?,$700\cos40^\circ$,$500\cos60^\circ$,$700\sin40^\circ$,$500\sin60^\circ$,2,Incorrect: uses the 700 N force.,$Correct: horizontal = magnitude cos for 500 N.$,Incorrect: sine gives vertical component.,Incorrect: sine gives vertical component.,786.2,786.23,"**1. What are the three trigonometric functions for a right-angle triangle?** $ \sin\theta = \frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta = \frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta = \frac{\text{opposite}}{\text{adjacent}}.$--- **2. What is the horizontal component of the 700 N force?** The 700 N force is 140^\circ above the +x-axis, so its horizontal component is$F_{700, x} = 700\cos(140^\circ);=;-,700\cos(40^\circ).$--- **3. What is the horizontal component of the 500 N force?** The 500 N force is 120^\circ below the +x-axis (i.e. at 240^\circ), so$F_{500, x} = 500\cos(240^\circ);=;-,500\cos(60^\circ).$--- **4. What is the next step?** Sum the two horizontal components:$F_{x, \rm total} = F_{700, x} + F_{500, x} = -,700\cos(40^\circ);-;500\cos(60^\circ).$--- **5. What is the compression force of the patella on the tibia?** The net horizontal ""compression"" magnitude is the absolute value of$F_{x,\rm total}$. Without rounding intermediate values:$F_{c} = 700\cos(40^\circ) + 500\cos(60^\circ) \approx 700(0.7660444) + 500(0.5) = 786.2311;\mathrm{N} \approx \mathbf{786.2;N}.$ --- **Answer:** The compression force on the tibia is approximately **786.2 N**.",Images/FR_9.png,N,
Force Resolution,9,Force Magnitude 4,What is the compression force of the patella on the tibia?,What is the next step?,sum up the horizontal components of force,sum up the vertical components of force,use the Pythagorean theorem,subtract the forces,4,Incorrect: we need direction along compression (horizontal).,Incorrect: vertical is irrelevant for compression direction.,Incorrect: Pythagoras applies after compounding components.,Correct: take difference of horizontal components.,786.2,786.23,"**1. What are the three trigonometric functions for a right-angle triangle?** $ \sin\theta = \frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta = \frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta = \frac{\text{opposite}}{\text{adjacent}}.$--- **2. What is the horizontal component of the 700 N force?** The 700 N force is 140^\circ above the +x-axis, so its horizontal component is$F_{700, x} = 700\cos(140^\circ);=;-,700\cos(40^\circ).$--- **3. What is the horizontal component of the 500 N force?** The 500 N force is 120^\circ below the +x-axis (i.e. at 240^\circ), so$F_{500, x} = 500\cos(240^\circ);=;-,500\cos(60^\circ).$--- **4. What is the next step?** Sum the two horizontal components:$F_{x, \rm total} = F_{700, x} + F_{500, x} = -,700\cos(40^\circ);-;500\cos(60^\circ).$--- **5. What is the compression force of the patella on the tibia?** The net horizontal ""compression"" magnitude is the absolute value of$F_{x,\rm total}$. Without rounding intermediate values:$F_{c} = 700\cos(40^\circ) + 500\cos(60^\circ) \approx 700(0.7660444) + 500(0.5) = 786.2311;\mathrm{N} \approx \mathbf{786.2;N}.$ --- **Answer:** The compression force on the tibia is approximately **786.2 N**.",Images/FR_9.png,N,
Force Resolution,9,Force Magnitude 4,What is the compression force of the patella on the tibia?,What is the compression force of the patella on the tibia?,,,,,,,,,,786.2,786.23,"**1. What are the three trigonometric functions for a right-angle triangle?** $ \sin\theta = \frac{\text{opposite}}{\text{hypotenuse}}, \cos\theta = \frac{\text{adjacent}}{\text{hypotenuse}}, \tan\theta = \frac{\text{opposite}}{\text{adjacent}}.$--- **2. What is the horizontal component of the 700 N force?** The 700 N force is 140^\circ above the +x-axis, so its horizontal component is$F_{700, x} = 700\cos(140^\circ);=;-,700\cos(40^\circ).$--- **3. What is the horizontal component of the 500 N force?** The 500 N force is 120^\circ below the +x-axis (i.e. at 240^\circ), so$F_{500, x} = 500\cos(240^\circ);=;-,500\cos(60^\circ).$--- **4. What is the next step?** Sum the two horizontal components:$F_{x, \rm total} = F_{700, x} + F_{500, x} = -,700\cos(40^\circ);-;500\cos(60^\circ).$--- **5. What is the compression force of the patella on the tibia?** The net horizontal ""compression"" magnitude is the absolute value of$F_{x,\rm total}$. Without rounding intermediate values:$F_{c} = 700\cos(40^\circ) + 500\cos(60^\circ) \approx 700(0.7660444) + 500(0.5) = 786.2311;\mathrm{N} \approx \mathbf{786.2;N}.$ --- **Answer:** The compression force on the tibia is approximately **786.2 N**.",Images/FR_9.png,N,
Force Resolution,10,Force Magnitude 5,Two fibres of gluteus maximus contract with forces of 35 N and 43 N during hip extension. There are 90 between the two fibres. What is the magnitude of the resultant force?,Which is the correct diagram representing these forces?,Diagram A,Diagram B,Diagram C,Diagram D,1,Correct: only diagram A matches 43 N & 35 N at right angle.,Incorrect: magnitudes are wrong.,Incorrect: swapped magnitudes and wrong label.,Incorrect: wrong angle and values.,55.4,55.44,"**1. Which is the correct diagram representing these forces?** The diagram in panel **A** shows two vectors of 43 N and 35 N emanating from a common point at a right angle. **2. How would you solve for the resultant force?** Since the angle between them is $90^\circ$, you can use the **Pythagorean theorem** (or the law of cosines with $\cos90^\circ=0$): $ R = \sqrt{,35^2 + 43^2 + 2\cdot35\cdot43\cos(90^\circ),} =\sqrt{35^2 + 43^2}.$**3. What is the magnitude of the resultant force?**$R = \sqrt{35^2 + 43^2} = \sqrt{1225 + 1849} = \sqrt{3074} \approx 55.4;\mathrm{N}.$",Images/FR_10.png,N,
Force Resolution,10,Force Magnitude 5,Two fibres of gluteus maximus contract with forces of 35 N and 43 N during hip extension. There are 90 between the two fibres. What is the magnitude of the resultant force?,How would you solve for the resultant force?,$a^2 = b^2 + c^2$ (Pythagorean theorem),$a^2 = b^2 + c^2 - 2bc\cos\alpha$ (cosine law),$a^2 = \frac{a}{\sin^2 a}$ ( mercari theorem),$\frac{a}{\sin a} = \frac{b}{\sin b} = \frac{c}{\sin g}$ (sine law),1,Correct: perpendicular forces Pythagoras.,Incorrect: cosine law not needed for right angle.,Incorrect: invalid theorem.,"Incorrect: sine law solves angles, not right-angle sum.",55.4,55.44,"**1. Which is the correct diagram representing these forces?** The diagram in panel **A** shows two vectors of 43 N and 35 N emanating from a common point at a right angle. **2. How would you solve for the resultant force?** Since the angle between them is $90^\circ$, you can use the **Pythagorean theorem** (or the law of cosines with $\cos90^\circ=0$): $ R = \sqrt{,35^2 + 43^2 + 2\cdot35\cdot43\cos(90^\circ),} =\sqrt{35^2 + 43^2}.$**3. What is the magnitude of the resultant force?**$R = \sqrt{35^2 + 43^2} = \sqrt{1225 + 1849} = \sqrt{3074} \approx 55.4;\mathrm{N}.$",Images/FR_10.png,N,
Force Resolution,10,Force Magnitude 5,Two fibres of gluteus maximus contract with forces of 35 N and 43 N during hip extension. There are 90 between the two fibres. What is the magnitude of the resultant force?,What is the magnitude of the resultant force?,,,,,,,,,,55.4,55.44,"**1. Which is the correct diagram representing these forces?** The diagram in panel **A** shows two vectors of 43 N and 35 N emanating from a common point at a right angle. **2. How would you solve for the resultant force?** Since the angle between them is $90^\circ$, you can use the **Pythagorean theorem** (or the law of cosines with $\cos90^\circ=0$): $ R = \sqrt{,35^2 + 43^2 + 2\cdot35\cdot43\cos(90^\circ),} =\sqrt{35^2 + 43^2}.$**3. What is the magnitude of the resultant force?**$R = \sqrt{35^2 + 43^2} = \sqrt{1225 + 1849} = \sqrt{3074} \approx 55.4;\mathrm{N}.$",Images/FR_10.png,N,
Force Resolution,11,Force Component 3,What is the C component of the 200 N force?,What is the first step in solving this problem?,Sub in all known values,Add the vectors tip to tail to form a triangle,Use the Pythagorean Theorem,Plot the points on a cartesian plane,2,Substituting values alone doesn t help you form the vector triangle.,Correct: Adding vectors tip to tail lets you construct the triangle needed to find C.,Using the Pythagorean Theorem applies after you ve formed the triangle.,Plotting points is unnecessary for this component resolution.,84.5,84.52,"**1. What is the C component of the 200 N force?** It s the projection of the 200 N vector onto the C axis i.e. side $c$ in **triangle C**. **2. What is the first step in solving this problem?** Identify **triangle C**, noting its interior angles: * $21^\circ$ between the 200 N force and the C direction, * $37^\circ$ between the 200 N force and the S direction, * $122^\circ = 180^\circ - 21^\circ - 37^\circ$ between C and S. **3. What would the triangle look like?** **triangle C**. **4. Which trig identity would you use to solve for $c$?** The **law of sines**: $ \frac{c}{\sin(21^\circ)} ;=;\frac{200}{\sin(122^\circ)}.$**5. What is the$c$component?**$c = \frac{200, \sin(21^\circ)}{\sin(122^\circ)} \approx 84.5;\mathrm{N}.$",Images/FR_11_12.png,N,
Force Resolution,11,Force Component 3,What is the C component of the 200 N force?,What would the triangle look like?,Triangle A,Triangle B,Triangle C,Triangle D,3,This diagram swaps the angles for S and C.,This diagram misplaces the dashed C leg relative to the apex.,Correct: This diagram tip to tail forms the vector triangle with the proper angles for S and C.,This diagram orders S and C incorrectly for the triangle.,84.5,84.52,"**1. What is the C component of the 200 N force?** It s the projection of the 200 N vector onto the C axis i.e. side $c$ in **triangle C**. **2. What is the first step in solving this problem?** Identify **triangle C**, noting its interior angles: * $21^\circ$ between the 200 N force and the C direction, * $37^\circ$ between the 200 N force and the S direction, * $122^\circ = 180^\circ - 21^\circ - 37^\circ$ between C and S. **3. What would the triangle look like?** **triangle C**. **4. Which trig identity would you use to solve for $c$?** The **law of sines**: $ \frac{c}{\sin(21^\circ)} ;=;\frac{200}{\sin(122^\circ)}.$**5. What is the$c$component?**$c = \frac{200, \sin(21^\circ)}{\sin(122^\circ)} \approx 84.5;\mathrm{N}.$",Images/FR_11_12_b.png,N,
Force Resolution,11,Force Component 3,What is the C component of the 200 N force?,Which trig identity would you use to solve for c?,$a^2 = b^2 + c^2\text{ (pythagorean theorem)}$,$a^2 = b^2 + c^2 - 2bc\cos a\text{ (cosine law)}$,$a^2 = \dfrac{a}{\sin^2 a}\text{ (mercuri theorem)}$,$\dfrac{a}{\sin a} = \dfrac{b}{\sin b} = \dfrac{c}{\sin g}\text{ (sine law)}$,4,The Pythagorean theorem only applies to right triangles.,Incorrect: You need the value of the S component for Cosine lawto be used.,The mercuri theorem is not applicable here.,Correct! The sine law can directly solve for c in this configuration.,84.5,84.52,"**1. What is the C component of the 200 N force?** It s the projection of the 200 N vector onto the C axis i.e. side $c$ in **triangle C**. **2. What is the first step in solving this problem?** Identify **triangle C**, noting its interior angles: * $21^\circ$ between the 200 N force and the C direction, * $37^\circ$ between the 200 N force and the S direction, * $122^\circ = 180^\circ - 21^\circ - 37^\circ$ between C and S. **3. What would the triangle look like?** **triangle C**. **4. Which trig identity would you use to solve for $c$?** The **law of sines**: $ \frac{c}{\sin(21^\circ)} ;=;\frac{200}{\sin(122^\circ)}.$**5. What is the$c$component?**$c = \frac{200, \sin(21^\circ)}{\sin(122^\circ)} \approx 84.5;\mathrm{N}.$",Images/FR_11_12.png,N,
